교과목,교육과정,교육주차,강사강의 만족도,순위
블록체인 기술과 NFT,제21기 중견리더 과정,2024년 5월 5주차,3.995,1926위
기획방법론 및 문제해결,제2기 기획능력 향상 과정,2024년 6월 2주차,3.99,1927위
동양철학사: 사주명리학,제21기 중견리더 과정,2024년 4월 2주차,3.975,1928위
항노화와 현대인의 건강관리,제2기 항노화산업 탐방 과정,2024년 10월 3주차,3.97,1929위
주민감사청구,제21기 중견리더 과정,2024년 10월 4주차,3.96,1930위
한국사,제21기 중견리더 과정,2024년 7월 2주차,3.96,1931위
행정사 제도의 이해,제1기 미래설계 과정,2024년 3월 3주차,3.9425,1932위
지방보조금 관리시스템 사용실무,제2기 예산회계 실무 과정,2024년 7월 3주차,3.94,1933위
재난위기관리 매뉴얼 및 재난관리 협업,제1기 재난관리 실무 과정,2024년 3월 4주차,3.94,1934위
정책기획서 및 보고서 작성 실습,제2기 기획능력 향상 과정,2024년 6월 2주차,3.93,1935위
생성형 AI의 직무적용,제1기 7·8급 승진자 역량향상 과정,2024년 3월 2주차,3.915,1936위
한국사,제21기 중견리더 과정,2024년 4월 4주차,3.905,1937위
주민자치 우수사례,제21기 중견리더 과정,2024년 8월 3주차,3.9025,1938위
역량개발 교육,제21기 중견리더 과정,2024년 4월 4주차,3.89,1939위
한국사,제21기 중견리더 과정,2024년 7월 1주차,3.885,1940위
한국사,제21기 중견리더 과정,2024년 8월 3주차,3.8825,1941위
전략적 기획 마인드의 이해,제2기 기획능력 향상 과정,2024년 6월 2주차,3.8675,1942위
한국사,제21기 중견리더 과정,2024년 8월 4주차,3.86,1943위
장애익 인식개선,제21기 중견리더 과정,2024년 4월 1주차,3.86,1943위
통기타,제21기 중견리더 과정,2024년 5월 5주차,3.8525,1945위
한국사,제21기 중견리더 과정,2024년 6월 3주차,3.85,1946위
아동학대 예방 교육,제21기 중견리더 과정,2024년 3월 4주차,3.84,1947위
기후변화에 대응하는 우리의 자세,제21기 중견리더 과정,2024년 3월 3주차,3.8325,1948위
역량개발 교육,제21기 중견리더 과정,2024년 4월 4주차,3.8225,1949위
이스라엘-하마스 전쟁과 세계정세,제21기 중견리더 과정,2024년 3월 1주차,3.81,1950위
한국사,제21기 중견리더 과정,2024년 5월 4주차,3.8075,1951위
러시아-우크라전쟁과 세계정세,제21기 중견리더 과정,2024년 3월 1주차,3.8025,1952위
한국사,제21기 중견리더 과정,2024년 5월 2주차,3.8,1953위
한국사,제21기 중견리더 과정,2024년 3월 4주차,3.7975,1954위
나의 삶과 균형,제21기 중견리더 과정,2024년 3월 4주차,3.7875,1955위
한국사,제21기 중견리더 과정,2024년 6월 1주차,3.786,1956위
스마트해운물류,제21기 중견리더 과정,2024년 6월 2주차,3.78,1957위
갈등관리,제21기 중견리더 과정,2024년 3월 4주차,3.78,1958위
한국사,제21기 중견리더 과정,2024년 5월 5주차,3.775,1959위
건강100세시대 맞춤 힐링푸드,제21기 중견리더 과정,2024년 8월 5주차,3.7575,1960위
"이중섭, 편지화(신화가 된 천재)",제21기 중견리더 과정,2024년 3월 3주차,3.75,1961위
추사 김정희(학·예 일치의 경지),제21기 중견리더 과정,2024년 3월 3주차,3.715,1962위
가장 소중한 자신을 사랑하는 체험,제1기 스트레스 치유 과정,2024년 7월 1주차,3.7125,1963위
통기타,제21기 중견리더 과정,2024년 5월 4주차,3.67,1964위
생애주기 경제학,제21기 중견리더 과정,2024년 3월 1주차,3.6325,1965위
통기타,제21기 중견리더 과정,2024년 3월 4주차,3.6125,1966위
기후위기와 탄소중립의 이해,제21기 중견리더 과정,2024년 2월 4주차,3.6075,1967위
인사말 쓰기,제1기 행사실무 과정,2024년 4월 1주차,3.55,1968위
사례중심의 안전관리 체계의 이해 및 교훈,제1기 재난관리 실무 과정,2024년 3월 4주차,3.515,1969위
지방의회의 기능과 권한,제21기 중견리더 과정,2024년 7월 3주차,3.475,1970위
지방자치의 현재와 미래,제21기 중견리더 과정,2024년 7월 3주차,3.46,1971위
[모의과제 실습] 구두발표,제6기 시·군 팀장 리더십 과정,2024년 10월 4주차,3.45,1972위
생각의 힘이 세상을 바꾼다,제21기 중견리더 과정,2024년 5월 2주차,3.29,1973위
역량교육의 이해,제6기 시·군 팀장 리더십 과정,2024년 10월 4주차,3.2675,1974위
보도자료 작성실무,제3기 7·8급 승진자 역량향상 과정,2025년 5월 5주차,5,1위
스트레칭과 싱잉볼 명상,제3기 7·8급 승진자 역량향상 과정,2025년 5월 5주차,5,1위
소통을 위한 대화기술 및 공감기법,제3기 7·8급 승진자 역량향상 과정,2025년 5월 5주차,5,1위
신임과장으로서 비전 만들기,제1기 과장급 필수 역량향상 과정,2025년 2월 5주차,5,1위
신뢰감을 주는 스피치 기법,제1기 명품 스피치 과정,2025년 5월 1주차,5,1위
영어,제22기 중견리더 과정(10주차),2025년 4월 4주차,5,1위
탁구,제22기 중견리더 과정(10주차),2025년 4월 4주차,5,1위
영어,제22기 중견리더 과정(12주차),2025년 5월 2주차,5,1위
영어,제22기 중견리더 과정(13주차),2025년 5월 3주차,5,1위
분임토의,제22기 중견리더 과정(13주차),2025년 5월 3주차,5,1위
미술,제22기 중견리더 과정(16주차),2025년 6월 1주차,5,1위
미술,제22기 중견리더 과정(18주차),2025년 6월 3주차,5,1위
스포츠댄스,제22기 중견리더 과정(19주차),2025년 6월 4주차,5,1위
스포츠댄스,제22기 중견리더 과정(21주차),2025년 7월 2주차,5,1위
영어,제22기 중견리더 과정(21주차),2025년 7월 2주차,5,1위
영어,제22기 중견리더 과정(22주차),2025년 7월 3주차,5,1위
영어,제22기 중견리더 과정(4주차),2025년 3월 3주차,5,1위
영어,제22기 중견리더 과정(5주차),2025년 3월 4주차,5,1위
영어,제22기 중견리더 과정(7주차),2025년 4월 1주차,5,1위
스포츠댄스,제22기 중견리더 과정(7주차),2025년 4월 1주차,5,1위
영어,제22기 중견리더 과정(8주차),2025년 4월 2주차,5,1위
지속가능발전 보고서 작성을 위한 성과지표 관리,제1기 지속가능발전 목표 이행 과정,2025년 5월 4주차,5,1위
기본 보이스 트레이닝,제1기 명품 스피치 과정,2025년 5월 1주차,4.9861,23위
목소리 진단 및 실습,제1기 명품 스피치 과정,2025년 5월 1주차,4.9722,24위
다문화 나라별 비교 문화 체험,제1기 다문화와 사회통합 교육 과정,2025년 4월 3주차,4.9688,25위
홍보 기획 및 스토리 보드 작성,제1기 1인 방송과 영상제작 과정,2025년 4월 4주차,4.96,26위
촬영 장비 사용법 및 촬영,제1기 1인 방송과 영상제작 과정,2025년 4월 4주차,4.96,26위
AI를 활용한 시나리오,제1기 1인 방송과 영상제작 과정,2025년 4월 4주차,4.96,26위
영상 편집,제1기 1인 방송과 영상제작 과정,2025년 4월 4주차,4.96,26위
홍보 영상 게시 및 활용,제1기 1인 방송과 영상제작 과정,2025년 4월 4주차,4.96,26위
저작권 알기와 자료 받기,제1기 1인 방송과 영상제작 과정,2025년 4월 4주차,4.96,26위
업무에 필수 AI툴킷,제2기 생성형 AI 실습 과정,2025년 7월 4주차,4.96,26위
업무에 필수 AI툴킷,제2기 생성형 AI 실습 과정,2025년 7월 4주차,4.9519,33위
생성형 AI의 직무적용,제3기 7·8급 승진자 역량향상 과정,2025년 5월 5주차,4.95,34위
생성형 AI의 직무적용,제1기 과장급 필수 역량향상 과정,2025년 2월 5주차,4.95,34위
의사소통 및 조직관리 코칭,제1기 과장급 필수 역량향상 과정,2025년 2월 5주차,4.95,34위
조직의 갈등해결 상황극,제2기 5급 관리자 리더십 과정,2025년 5월 1주차,4.9474,37위
조직 갈등 해결을 위한 의견나누기,제2기 5급 관리자 리더십 과정,2025년 5월 1주차,4.9458,38위
인사말 작성 방법 및 실습,제1기 명품 스피치 과정,2025년 5월 1주차,4.9444,39위
마음 열기,"제1기 세대와 마음을 잇는 소통 ON, 공감 UP 과정",2025년 3월 3주차,4.9412,40위
우리 함께 어울림,"제1기 세대와 마음을 잇는 소통 ON, 공감 UP 과정",2025년 3월 3주차,4.9412,40위
조직 내 세대차이 인정과 극복,"제1기 세대와 마음을 잇는 소통 ON, 공감 UP 과정",2025년 3월 3주차,4.9393,42위
다문화 사회의 이해,제1기 다문화와 사회통합 교육 과정,2025년 4월 3주차,4.9375,43위
식품위생법령 및 식품 등의 기준 규격,제1기 식품 위생감시원 직무교육 과정,2025년 2월 5주차,4.9349,44위
식품위생 지도점검 및 수거검사 실무,제1기 식품 위생감시원 직무교육 과정,2025년 2월 5주차,4.9333,45위
이물관리 및 위해식품 회수관리,제1기 식품 위생감시원 직무교육 과정,2025년 2월 5주차,4.9333,45위
중국어,제22기 중견리더 과정(18주차),2025년 6월 3주차,4.9333,45위
스마트폰 카메라 세팅,제1기 1인 방송과 영상제작 과정,2025년 4월 4주차,4.9325,48위
치유의 숲 현장 체험학습,제1기 소통의 고수! 민원응대 스킬업 과정,2025년 4월 2주차,4.9286,49위
나의 강점 찾기 및 성장 마인드 셋,제1기 코칭 리더십 과정,2025년 5월 2주차,4.9286,49위
뇌파를 통해 배우는 멘탈 코칭,제1기 코칭 리더십 과정,2025년 5월 2주차,4.9286,49위
"드라마, 영화로 이해하는 청렴",제3기 7·8급 승진자 역량향상 과정,2025년 5월 5주차,4.925,52위
스포츠댄스,제22기 중견리더 과정(16주차),2025년 6월 1주차,4.9231,53위
영어,제22기 중견리더 과정(6주차),2025년 3월 5주차,4.9231,53위
홍보플랫폼 안내 및 우수사례,제1기 1인 방송과 영상제작 과정,2025년 4월 4주차,4.9225,55위
"현장학습(통영, 거제, 독일마을, 남해)",제1기 경남의 섬 과정,2025년 4월 3주차,4.9203,56위
생성형 AI의 개요,제1기 교육 담당자 역량향상 과정,2025년 2월 3주차,4.9167,57위
승마강습(속보),제1기 승마 과정,2025년 3월 3주차,4.9167,57위
영어,제22기 중견리더 과정(17주차),2025년 6월 2주차,4.9167,57위
외승로 체험,제1기 승마 과정,2025년 3월 3주차,4.915,60위
파워포인트 중급,제1기 파워포인트 활용 과정,2025년 6월 3주차,4.9135,61위
코칭의 이해 및 효과,제1기 코칭 리더십 과정,2025년 5월 2주차,4.9107,62위
AI가 만들어주는 영상제작,제1기 생성형 AI 실습 과정,2025년 3월 3주차,4.9107,63위
데이터 기반 정책구조,제1기 디지털 행정서비스 과정,2025년 6월 2주차,4.9091,64위
데이터기반 정책보고서 작성,제1기 디지털 행정서비스 과정,2025년 6월 2주차,4.9091,64위
영어,제22기 중견리더 과정(11주차),2025년 5월 1주차,4.9091,64위
디지털 전환의 이해,제1기 디지털 행정서비스 과정,2025년 6월 2주차,4.908,67위
생성형 AI활용,제1기 디지털 행정서비스 과정,2025년 6월 2주차,4.908,68위
영어,제22기 중견리더 과정(14주차),2025년 5월 4주차,4.9068,69위
일본어,제22기 중견리더 과정(12주차),2025년 5월 2주차,4.9063,70위
저작권없는 AI음악 제작하기,제1기 생성형 AI 실습 과정,2025년 3월 3주차,4.9011,71위
조직성과 창출을 위한 리더십,제1기 과장급 필수 역량향상 과정,2025년 2월 5주차,4.9,72위
영어,제22기 중견리더 과정(18주차),2025년 6월 3주차,4.9,72위
미술,제22기 중견리더 과정(22주차),2025년 7월 3주차,4.9,72위
텍스트 생성 AI의 업무 활용,제1기 생성형 AI 실습 과정,2025년 3월 3주차,4.8966,75위
일본어,제22기 중견리더 과정(19주차),2025년 6월 4주차,4.8934,76위
실행계획과 소감 공유,제1기 코칭 리더십 과정,2025년 5월 2주차,4.8929,77위
AI로 만드는 숏츠영상,제1기 생성형 AI 실습 과정,2025년 3월 3주차,4.8922,78위
드론의 종류와 원리 이해,제1기 드론 이해와 실전 활용 과정,2025년 5월 4주차,4.8889,79위
드론 법규 및 행정접목 사례,제1기 드론 이해와 실전 활용 과정,2025년 5월 4주차,4.8889,79위
산업용 드론 활용 및 접목 사례,제1기 드론 이해와 실전 활용 과정,2025년 5월 4주차,4.8889,79위
조종 실습2,제1기 드론 이해와 실전 활용 과정,2025년 5월 4주차,4.8889,79위
드론 영상 제작 개요 및 기획,제1기 드론 이해와 실전 활용 과정,2025년 5월 4주차,4.8889,79위
영상 편집 및 제작,제1기 드론 이해와 실전 활용 과정,2025년 5월 4주차,4.8889,79위
승하마 및 평보,제1기 승마 과정,2025년 3월 3주차,4.8889,79위
영어,제22기 중견리더 과정(15주차),2025년 5월 5주차,4.8889,79위
소득세법 총칙,제1기 지방소득세 실무 과정,2025년 2월 5주차,4.8889,79위
연금소득,제1기 지방소득세 실무 과정,2025년 2월 5주차,4.8889,79위
"금융소득·이자소득, 배당소득",제1기 지방소득세 실무 과정,2025년 2월 5주차,4.8889,79위
소득공제와 세액공제,제1기 지방소득세 실무 과정,2025년 2월 5주차,4.8889,79위
소득금액계산의 특례,제1기 지방소득세 실무 과정,2025년 2월 5주차,4.8889,79위
"종합소득세의 신고, 납부 및 결정",제1기 지방소득세 실무 과정,2025년 2월 5주차,4.8889,79위
기타소득,제1기 지방소득세 실무 과정,2025년 2월 5주차,4.8889,79위
퇴직소득세,제1기 지방소득세 실무 과정,2025년 2월 5주차,4.8889,79위
이미지 생성 AI 활용,제1기 생성형 AI 실습 과정,2025년 3월 3주차,4.8879,95위
생성형 AI 프롬프트의 이해,제1기 생성형 AI 실습 과정,2025년 3월 3주차,4.8879,96위
리더들의 공감대 형성,제1기 과장급 필수 역량향상 과정,2025년 2월 5주차,4.8875,97위
AI를 활용한 보고서 및 인사말 작성,제2기 기획능력 향상 과정,2025년 6월 2주차,4.8875,97위
조종 실습1,제1기 드론 이해와 실전 활용 과정,2025년 5월 4주차,4.8873,99위
조종 실습3,제1기 드론 이해와 실전 활용 과정,2025년 5월 4주차,4.8856,100위
착각하기 쉬운 공공언어 -사례공유,제1기 공공언어 바르게 쓰기 과정,2025년 7월 4주차,4.8846,101위
바른 어휘 및 문장쓰기 실습,제1기 공공언어 바르게 쓰기 과정,2025년 7월 4주차,4.8846,101위
AI로 콘텐츠 제작하기,제1기 생성형 AI 실습 과정,2025년 3월 3주차,4.8839,103위
